"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ANKRD42",148.998813126473,-0.587603538668133,0.142983432587295,1.59122670589197e-05,5.68317692193203e-05
"ANKRD42-DT",43.6144382881429,-0.673751274605345,0.230533639500883,0.00104422687701769,0.00267075042260983
"ANKRD44",48.1010737748759,-0.591289724811696,0.237895568391616,0.00453318113333932,0.0100435084754572
"ANKRD45",8.74400012601681,0.375239189045906,0.439291698315842,0.154232270370154,0.223062181883282
"ANKRD46",596.277732339286,-0.184112927751369,0.0915502067899255,0.0387197129101123,0.0673629165747193
"ANKRD49",195.968211539904,-0.098170096958405,0.144086643141621,0.486056712172559,0.577825190458145
"ANKRD50",2580.451122785,-0.323733936150299,0.10507370826053,0.00149621778634213,0.00371080062447616
"ANKRD52",3690.39247219033,-0.703833331180007,0.0999105182662406,5.67224490910838e-13,5.22991388408616e-12
"ANKRD53",8.2362585050824,-0.1182574065009,0.352967461293215,0.606735722869472,0.687882252864675
"ANKRD54",542.30472250695,-0.187816777434688,0.0920943251794479,0.0372062490986779,0.0649672824512628
"ANKRD6",722.821987192966,-0.491083793873837,0.0817897321970331,1.03110770128925e-09,6.57714103655185e-09
"ANKRD63",511.682039301805,-0.762863232165753,0.184056473904396,8.62912967612032e-06,3.22056851332817e-05
"ANKRD9",3057.18694277967,0.725769357646245,0.0929851151116354,1.71254798943321e-15,2.00777661236856e-14
"ANKS1A",918.998465977444,0.0955728015850541,0.105212286654255,0.338136626090372,0.431587636066805
"ANKS1B",29.2637352873136,0.823891750594197,0.254969348261583,0.000262633772030457,0.000758468220950025
"ANKS3",381.647117851597,0.0834038213239335,0.108840100213145,0.424932121254618,0.519393383344326
"ANKS6",287.765442201013,-0.518019254532421,0.111538437155603,1.59973532668899e-06,6.61014437181447e-06
"ANKZF1",2638.45536266954,1.2067264484294,0.112556945678538,1.09873928790683e-27,3.09598032994308e-26
"ANLN",2987.7712343835,-0.944932322606735,0.129112303776523,5.46069093136125e-14,5.58772204627995e-13
"ANO1",109.394433267066,-0.119290984071654,0.165108524869058,0.436341086057989,0.530613756842499
"ANO10",350.347646046,-0.00691643570144727,0.117096654431221,0.960697761054583,0.971166387118044
"ANO4",208.74386810503,-0.422283784907716,0.155196564307395,0.00384198446458136,0.00865199787928256
"ANO5",741.482296979391,0.195620585022602,0.129416571754094,0.113478947772382,0.171398026651281
"ANO6",3017.79321446227,0.706199696350469,0.0866060619514398,1.22541629817844e-16,1.61808619226627e-15
"ANO7",177.808466647903,0.513489156345717,0.178168484857082,0.00176495888125193,0.00430530018363638
"ANO8",703.283655533864,0.442353889018642,0.0919517702521324,7.80796452234356e-07,3.37424935999033e-06
"ANOS1",973.048894628535,0.0545969808291976,0.150888373123265,0.695582937573103,0.763630012179721
"ANP32A",4657.19860062294,0.345568861441066,0.0673321148972267,2.03605361631583e-07,9.58423365057334e-07
"ANP32B",1683.57464795476,0.25557850842927,0.0768469656872214,0.000745729392274175,0.00196679467943429
"ANP32E",2084.84636340394,-0.228249008553901,0.120541174888508,0.0493047948051314,0.0832795273599279
"ANPEP",17.5756822857139,-0.128095823189558,0.307608035906846,0.575935812020924,0.660496946840276
"ANTKMT",479.291508269118,-0.811698506816586,0.131367699892272,1.52928132696196e-10,1.07477463887886e-09
"ANTXR1",4192.24481887757,-0.0143972727804181,0.087630732154859,0.912271287081344,0.937290243029786
"ANTXR2",2169.73998703425,0.103593882720437,0.0600830853313803,0.0849659375985176,0.133533804848198
"ANXA1",2681.10075539786,-0.886343774707585,0.15334896298243,1.59393399592413e-09,9.90868246950772e-09
"ANXA11",4154.21791466786,0.00798556999114526,0.0595439028202511,0.879699657509161,0.912874722318333
"ANXA2",12382.0568522251,0.00963978902440439,0.104015935549125,0.878254316360941,0.911980976004214
"ANXA2R",6.67387224972573,-0.971655541346975,0.642157954973744,0.0135343720689475,0.0267026710358011
"ANXA2R-AS1",13.7347015858434,-0.853088126873852,0.499560141779792,0.0122713122629391,0.0244586768754858
"ANXA2R-OT1",25.2409859977623,-1.47684983754662,0.342622921440514,1.54441769762542e-06,6.39764509962077e-06
"ANXA3",2200.86099494192,-0.729855291652623,0.104406789351066,8.64269829681228e-13,7.82514575522193e-12
"ANXA4",486.380361406258,0.145839631103296,0.0883554350953422,0.0909625471647617,0.141720134201235
"ANXA5",6728.91863026619,0.0644563897392088,0.0708014726421615,0.355058577166612,0.449412934574868
"ANXA6",12643.6067457903,-0.112724431265719,0.0510451937289674,0.0236663107328889,0.043878606247613
"ANXA7",1687.82110843986,-0.332696070481003,0.0507931296252788,4.15084395278477e-11,3.11184281416811e-10
"ANXA8",54.8577081124427,-0.929450611343014,0.222092911285415,5.21457965494412e-06,2.0134844388034e-05
"ANXA8L1",49.3261231896758,-1.19261813426402,0.340114487498508,5.02197963047273e-05,0.000164638658055911
"AOC2",18.1694331719471,0.975412590747289,0.359119586144183,0.000949267843955342,0.00244793375583067
"AOC3",12.2843972348329,0.183150921987253,0.296909347239293,0.42409420682953,0.518614493445967
"AOPEP",980.406475394592,-0.170299668041522,0.080873106831499,0.0316664001587913,0.0563435800995904
"AOX1",6.60491983147837,0.564680392494307,0.550732404316542,0.0632788098796636,0.103565879917047
"AP1AR",213.928971877204,0.148808990834907,0.139883231688647,0.263518238741663,0.350286203162369
"AP1AR-DT",16.2741302284155,-0.389202416444339,0.362352384273575,0.130677176284271,0.193623566138297
"AP1B1",2472.62953961435,-0.479742977322067,0.0547829325666483,1.58305390593663e-18,2.42484717683265e-17
"AP1G1",1679.50704244048,-0.137902774615407,0.0815331365790119,0.0858468001822028,0.134746286622821
"AP1G2",1102.95832602228,0.363869613489547,0.0807386441315307,4.73629618117686e-06,1.84059286611148e-05
"AP1G2-AS1",19.7318139985008,0.262352091658282,0.316325641376336,0.27126585970197,0.358582345780683
"AP1M1",1849.12581523759,-0.0208965058181656,0.0600489226866024,0.739353047757468,0.800142596416546
"AP1M2",8.68435134670021,-0.212290866390769,0.40638599894533,0.357492214754828,0.452050479862634
"AP1S1",587.064672084365,-0.489198655983573,0.104967981378115,1.5902753329852e-06,6.57605854209205e-06
"AP1S2",4960.35789578338,0.419563770666259,0.0755113074752881,1.83612444504342e-08,9.94475784755553e-08
"AP1S3",131.634126281225,-0.817330166899432,0.2109359090495,2.44574486830399e-05,8.44825752675561e-05
"AP2A1",4322.94678129736,0.165131817026901,0.0637346114291319,0.00844472840827744,0.0175088982126921
"AP2A2",2560.14312283809,0.113429732618993,0.0598980013479865,0.0642405132611055,0.104902589356689
"AP2B1",7530.12480849738,0.296433122221893,0.0663429906042332,6.45503720358634e-06,2.45473245770185e-05
"AP2M1",10570.6648067251,0.0525853050915937,0.0530265003839467,0.265051660261319,0.352014135094873
"AP2S1",1996.66828621127,-0.329909659041545,0.103393881062568,0.0011763980558596,0.00298429965369515
"AP3B1",1497.76822750377,0.383598813833328,0.0749196085754293,1.93114309853952e-07,9.1379489020612e-07
"AP3B2",8.98707006709621,-0.590492354387746,0.518277034068312,0.0538387331600434,0.0899799226593851
"AP3D1",4681.24650820764,0.325804210827528,0.0542393633358658,1.41906276705588e-09,8.88264548651934e-09
"AP3M1",1557.02295385493,-0.254026218326841,0.0865117857722839,0.00240092585509193,0.00566859158426167
"AP3M2",569.889116825785,0.546997194776623,0.0904382621289067,6.51455211113871e-10,4.26060186878161e-09
"AP3S1",937.231350391531,0.504573507872117,0.0890444750936132,7.21874682049036e-09,4.13643110493097e-08
"AP3S2",1528.2688918911,-0.164099551145599,0.085648139881614,0.0457506043361743,0.0781002578504664
"AP4B1",287.876573922085,-0.408278414706018,0.0984618360075688,2.07596472880828e-05,7.25685061722547e-05
"AP4E1",943.266759337637,-0.297303845776545,0.0983885192109868,0.00195132780661039,0.00470660266954427
"AP4M1",390.124000587975,-0.293392501458389,0.119186767956372,0.0105349907242257,0.0213437095084828
"AP4S1",255.709421181558,-0.336746098802357,0.100653822167239,0.000584745609875824,0.00157388008966726
"AP5B1",822.471953071622,0.0578480536261475,0.080588891088442,0.465620247265986,0.558410917067203
"AP5M1",1484.11770303954,-0.264555233725903,0.0952092171164329,0.00441981216970817,0.00980674624678287
"AP5S1",407.901866457783,-0.651225990006568,0.089461745059311,1.18190712042226e-13,1.16452613335723e-12
"AP5Z1",761.264483053361,0.666629556975357,0.0900375581709504,4.54222248573504e-14,4.68198317760381e-13
"APAF1",671.020912151959,0.322966291487958,0.085201312480839,0.000112187675833316,0.000346445041963928
"APBA1",180.492308783125,-0.0173052212144629,0.141735843604512,0.90062532484086,0.928548508285145
"APBA2",706.926497416281,0.696171135413838,0.10944385841253,5.79639707285866e-11,4.2676769657311e-10
"APBA3",410.880080826451,0.362720269857643,0.099381514802247,0.000183485843280515,0.000545034302946554
"APBB1",3899.11755082622,-0.226255155134886,0.0647095520798091,0.000392774811498266,0.00109632716247549
"APBB2",350.826550577343,-0.169217602413556,0.151417311641617,0.235146999808919,0.319179863042498
"APBB3",498.421686909942,0.704675423362944,0.110191584957418,4.98458231433433e-11,3.69402269833298e-10
"APC",953.999047077029,0.298247540731449,0.150316278294949,0.0356154077916474,0.0624607587931073
"APC2",34.3718558142407,1.04227031682646,0.293717352461308,5.70408056558169e-05,0.00018545438071778
"APCDD1",3656.87551461284,-0.601704456997285,0.112598054002591,3.55412878003281e-08,1.85660380106248e-07
"APCDD1L",114.528533868641,-0.0275374932715341,0.236617821322598,0.889346070282492,0.920425396546183
"APCDD1L-DT",9.42140252950776,0.134486237892575,0.364653022096828,0.558813742366404,0.644538421283362
"APEH",2229.58959426295,-0.601828265262884,0.077259571966207,2.55496216606564e-15,2.93828770401319e-14
"APEX1",2054.74312035436,-0.161936466095542,0.0624667242653873,0.00906626990361789,0.0186500821647086
"APEX2",355.275728849881,-0.236420750713904,0.112609965685822,0.0299870309059937,0.0538855060186179
"APH1A",1633.782915806,-0.137490764576471,0.0911513471866845,0.122713895883553,0.183406735658192
"APH1B",175.258445012875,-0.0931447140833903,0.129875663099698,0.449423335168044,0.543199581291503
"API5",1722.86798822795,-0.135465099864257,0.0920990225312725,0.132849502617682,0.196413269862761
"APIP",256.346893127566,-0.354441231859875,0.116542964182107,0.00161546151223988,0.00397547255562772
"APLF",60.6082463141444,-0.468994494188272,0.200892166336032,0.00973931506844286,0.0198741353173301
"APLN",1927.84810433289,1.51203848026607,0.203419733468161,1.04072060603179e-14,1.14100822806758e-13
"APLNR",298.778714172129,-1.35309734529176,0.156632496979185,6.60600503190453e-19,1.03555139538261e-17
"APLP1",1922.61501410732,0.317907613673169,0.105029500527838,0.00185863423735811,0.00450789615786666
"APLP2",19452.2525294416,0.302629427182844,0.0761505120271927,6.42260839768386e-05,0.000206992670433104
"APMAP",1849.85904496391,-0.181531283028326,0.0840150095969532,0.0280884518510124,0.0509649041108139
"APOA1",267.097890688018,-0.773414462167774,0.11797479105913,1.4445216497801e-11,1.14611388791763e-10
"APOA4",16.9159596903534,0.799109522462256,0.415648631245509,0.00961659477900482,0.0196480912076121
"APOBEC2",2500.20511617823,-1.36114376971386,0.0886613706962055,3.22194528546109e-54,3.31164717124949e-52
"APOBEC3B",178.471040925992,-1.1013466226191,0.143791433557502,2.98817560104207e-15,3.41910794578438e-14
"APOBEC3C",1594.6299562399,-0.334616487062083,0.0641615047349851,1.5143528497319e-07,7.28193595206008e-07
"APOBEC3D",59.107267340385,1.07298833758832,0.208285854626323,3.91501510510099e-08,2.03396390727389e-07
"APOBEC3F",171.168631271951,-0.00971585701963358,0.124791604764934,0.934946803928908,0.953124129787204
"APOBEC3G",116.513038198508,-0.68320650079663,0.158060172120173,4.80510829994879e-06,1.86493046869928e-05
"APOC1",81.6728205505871,-0.0398341807218392,0.171085815444368,0.803948728593782,0.853287520550429
"APOD",12.9860391262685,0.267077857276443,0.322774924290337,0.265154186876572,0.352098600939381
"APOE",6910.12896711552,0.0313314122246361,0.0885113737268728,0.712923177402516,0.778387071759455
